0.1	0.16	60
0.44	0.48	40
0.5	0.52	20
0.58	0.68	100
0.86	0.9	40
1.08	1.1	20
1.14	1.2	60
1.28	1.3	20
1.36	1.4	40
1.5	1.6	100
1.8	1.88	80
1.92	1.98	60
2.04	2.12	80
2.22	2.26	40
2.48	2.52	40
2.94	3.04	100
3.14	3.24	100
3.46	3.5	40
3.52	3.56	40
3.58	3.6	20
3.66	3.76	100
3.84	3.86	20
4.42	4.48	60
4.54	4.58	40
5.12	5.2	80
5.24	5.28	40
5.5	5.58	80
5.88	5.9	20
5.98	6.06	80
6.46	6.54	80
6.78	6.8	20
6.84	6.92	80
7.08	7.14	60
7.16	7.18	20
7.26	7.3	40
7.38	7.4	20
7.42	7.44	20
7.52	7.54	20
7.62	7.66	40
7.7	7.72	20
7.74	7.76	20
7.78	7.8	20
7.82	7.86	40
7.9	7.94	40
8.02	8.06	40
8.1	8.12	20
8.22	8.26	40
8.32	8.48	160
8.6	8.62	20
8.64	8.68	40
