0.02	0.08	60
0.1	0.12	20
0.14	0.22	80
0.42	0.46	40
0.48	0.5	20
0.52	0.54	20
0.56	0.6	40
0.62	0.66	40
0.68	0.72	40
0.84	0.9	60
0.92	1.0	80
1.02	1.04	20
1.18	1.2	20
1.26	1.32	60
1.34	1.44	100
1.46	1.48	20
1.52	1.58	60
1.7	1.72	20
1.92	1.94	20
2.06	2.08	20
2.1	2.12	20
2.42	2.44	20
2.46	2.5	40
2.52	2.54	20
2.58	2.6	20
2.62	2.66	40
2.68	2.7	20
2.74	2.76	20
2.82	2.84	20
2.88	2.92	40
2.94	2.96	20
2.98	3.0	20
3.02	3.08	60
3.12	3.14	20
3.2	3.22	20
3.32	3.34	20
3.36	3.4	40
3.52	3.54	20
3.56	3.6	40
3.7	3.72	20
3.98	4.0	20
4.02	4.04	20
4.1	4.12	20
4.38	4.44	60
4.48	4.5	20
4.52	4.64	120
4.66	4.74	80
4.8	4.84	40
4.86	4.9	40
4.92	4.94	20
4.96	4.98	20
5.0	5.02	20
5.12	5.2	80
5.26	5.3	40
5.5	5.56	60
5.64	5.68	40
5.88	5.9	20
5.92	5.94	20
6.06	6.08	20
6.1	6.14	40
6.16	6.18	20
6.28	6.3	20
6.34	6.4	60
6.42	6.44	20
6.48	6.52	40
6.54	6.56	20
6.58	6.6	20
6.68	6.76	80
6.78	6.8	20
6.82	6.84	20
6.9	6.92	20
6.94	6.96	20
7.08	7.12	40
7.26	7.28	20
7.34	7.36	20
7.38	7.42	40
7.44	7.46	20
7.5	7.54	40
7.6	7.68	80
7.7	7.74	40
7.8	7.9	100
7.92	7.94	20
7.98	8.02	40
8.06	8.08	20
8.12	8.14	20
8.18	8.24	60
8.28	8.3	20
8.32	8.4	80
8.42	8.48	60
8.56	8.58	20
8.62	8.64	20
8.66	8.68	20
8.7	8.72	20
8.78	8.82	40
8.86	8.9	40
8.92	8.96	40
9.0	9.02	20
9.06	9.1	40
9.12	9.16	40
9.18	9.24	60
9.26	9.32	60
9.36	9.44	80
9.46	9.48	20
9.54	9.56	20
9.62	9.64	20
9.68	9.72	40
9.76	9.78	20
9.8	9.84	40
9.92	9.94	20
